"","Ctb assessment bank","CTB","0","1",""
"3","Develop and revise draft","3L.2.2","3L.2","1","CTB Language"
"3","Paragraph development","3L.2.2.1","3L.2.2","1","CTB Language"
"3","Focus, organization","3L.2.2.1.1","3L.2.2.1","1","CTB Language"
"3","Conclusion","3L.2.2.1.2","3L.2.2.1","1","CTB Language"
"3","Writing  organization","3L.2.2.2","3L.2.2","1","CTB Language"
"3","Logical sequence","3L.2.2.2.1","3L.2.2.2","1","CTB Language"
"3","Revise; add, delete, combine, rearrange, proofread","3L.2.2.2.2","3L.2.2.2","1","CTB Language"
"3","Narrative writing","3L.2.3","3L.2","1","CTB Language"
"3","Descriptive writing","3L.2.4","3L.2","1","CTB Language"
"3","Mathematics","3M","3","1","CTB Mathematics"
"3","Number and operations","3M.1","3M","1","CTB Mathematics"
"3","Counting","3M.1.1","3M.1","1","CTB Mathematics"
"3","Count backward","3M.1.1.1","3M.1.1","1","CTB Mathematics"
"3","Identify whole numbers before, after any number","3M.1.1.3","3M.1.1","1","CTB Mathematics"
"3","Skip count","3M.1.1.2","3M.1.1","1","CTB Mathematics"
"3","Read, recognize, write numbers","3M.1.2","3M.1","1","CTB Mathematics"
"3","Number words and numerals","3M.1.2.1","3M.1.2","1","CTB Mathematics"
"3","Place value","3M.1.3","3M.1","1","CTB Mathematics"
"3","Identify the place value of digits","3M.1.3.1","3M.1.3","1","CTB Mathematics"
"3","Identify zero as place holder","3M.1.3.2","3M.1.3","1","CTB Mathematics"
"3","Equivalent forms","3M.1.4","3M.1","1","CTB Mathematics"
"3","Identify various ways to represent numbers","3M.1.4.1","3M.1.4","1","CTB Mathematics"
"3","Expanded notation","3M.1.4.2","3M.1.4","1","CTB Mathematics"
"3","Fractions, decimals","3M.1.4.3","3M.1.4","1","CTB Mathematics"
"3","Compare, order","3M.1.5","3M.1","1","CTB Mathematics"
"3","Whole numbers","3M.1.5.1","3M.1.5","1","CTB Mathematics"
"3","Use number line","3M.1.5.2","3M.1.5","1","CTB Mathematics"
"3","Use equality and inequality symbols","3M.1.5.3","3M.1.5","1","CTB Mathematics"
"3","Fractions","3M.1.5.4","3M.1.5","1","CTB Mathematics"
"3","Ordinal numbers","3M.1.6","3M.1","1","CTB Mathematics"
"3","Use ordinal numbers","3M.1.6.1","3M.1.6","1","CTB Mathematics"
"3","Money","3M.1.7","3M.1","1","CTB Mathematics"
"3","Identify, count combinations of coins, bills","3M.1.7.1","3M.1.7","1","CTB Mathematics"
"3","Make change","3M.1.7.2","3M.1.7","1","CTB Mathematics"
"3","Fractions, decimals, percents","3M.1.8","3M.1","1","CTB Mathematics"
"3","Identify and represent fractions using models","3M.1.8.1","3M.1.8","1","CTB Mathematics"
"3","Identify and represent decimals using models","3M.1.8.2","3M.1.8","1","CTB Mathematics"
"3","Identify fractions as parts","3M.1.8.3","3M.1.8","1","CTB Mathematics"
"3","Represent sum, difference of fractions using model","3M.1.8.4","3M.1.8","1","CTB Mathematics"
"3","Identify a mixed # as a whole # plus a fraction","3M.1.8.5","3M.1.8","1","CTB Mathematics"
"3","Rounding","3M.1.9","3M.1","1","CTB Mathematics"
"3","Whole numbers","3M.1.9.1","3M.1.9","1","CTB Mathematics"
"3","Number theory","3M.1.10","3M.1","1","CTB Mathematics"
"3","Identify numbers as even or odd","3M.1.10.1","3M.1.10","1","CTB Mathematics"
"3","Identify factors","3M.1.10.3","3M.1.10","1","CTB Mathematics"
"3","Computation","3M.1.11","3M.1","1","CTB Mathematics"
"3","Whole numbers","3M.1.11.1","3M.1.11","1","CTB Mathematics"
"3","Money","3M.1.11.2","3M.1.11","1","CTB Mathematics"
"3","Decimals","3M.1.11.3","3M.1.11","1","CTB Mathematics"
"3","Fractions","3M.1.11.4","3M.1.11","1","CTB Mathematics"
"3","Estimation","3M.1.12","3M.1","1","CTB Mathematics"
"3","Estimate sums and differences","3M.1.12.1","3M.1.12","1","CTB Mathematics"
"3","Est. quantities of obj. in picture, set using ref.","3M.1.12.2","3M.1.12","1","CTB Mathematics"
"3","Operation sense","3M.1.13","3M.1","1","CTB Mathematics"
"3","Use signs, vocab. for basic operations","3M.1.13.1","3M.1.13","1","CTB Mathematics"
"3","Properties of real numbers","3M.1.14","3M.1","1","CTB Mathematics"
"3","Identity element","3M.1.14.1","3M.1.14","1","CTB Mathematics"
"3","Commutative property","3M.1.14.2","3M.1.14","1","CTB Mathematics"
"3","Understand the role of zero in multiplication","3M.1.14.4","3M.1.14","1","CTB Mathematics"
"3","Represent operations","3M.1.15","3M.1","1","CTB Mathematics"
"3","Use manip., diagrams to illustrate operations","3M.1.15.1","3M.1.15","1","CTB Mathematics"
"3","Recognize add., sub., as inverses","3M.1.15.2","3M.1.15","1","CTB Mathematics"
"3","Illustrate multiplication as repeated addition","3M.1.15.3","3M.1.15","1","CTB Mathematics"
"3","Algebra","3M.2","3M","1","CTB Mathematics"
"3","Patterns, functions, rules","3M.2.1","3M.2","1","CTB Mathematics"
"3","Extend, predict terms for number or geo. patterns","3M.2.1.1","3M.2.1","1","CTB Mathematics"
"3","Find missing elements in patterns","3M.2.1.2","3M.2.1","1","CTB Mathematics"
"3","Describe and identify patterns in 100's  chart","3M.2.1.3","3M.2.1","1","CTB Mathematics"
"3","State rule for number, geo. pattern, t-table","3M.2.1.4","3M.2.1","1","CTB Mathematics"
"3","Use a function rule to solve problems","3M.2.1.5","3M.2.1","1","CTB Mathematics"
"3","Complete a table using given rule","3M.2.1.6","3M.2.1","1","CTB Mathematics"
"3","Variable","3M.2.2","3M.2","1","CTB Mathematics"
"3","Fill in missing element in number sentences","3M.2.2.1","3M.2.2","1","CTB Mathematics"
"3","Equation","3M.2.3","3M.2","1","CTB Mathematics"
"3","Express mathematical relationships using equations","3M.2.3.1","3M.2.3","1","CTB Mathematics"
"3","Geometry","3M.3","3M","1","CTB Mathematics"
"3","Plane figures","3M.3.1","3M.3","1","CTB Mathematics"
"3","Identify, classify plane figures","3M.3.1.1","3M.3.1","1","CTB Mathematics"
"3","Describe attributes, properties of plane figures","3M.3.1.2","3M.3.1","1","CTB Mathematics"
"3","Solid figures","3M.3.2","3M.3","1","CTB Mathematics"
"3","Identify, classify solid figures","3M.3.2.1","3M.3.2","1","CTB Mathematics"
"3","Describe attributes and properties of solid figure","3M.3.2.2","3M.3.2","1","CTB Mathematics"
"3","Angles","3M.3.3","3M.3","1","CTB Mathematics"
"3","Identify angles","3M.3.3.1","3M.3.3","1","CTB Mathematics"
"3","Identify angles greater or less than a right angle","3M.3.3.2","3M.3.3","1","CTB Mathematics"
"3","Triangles","3M.3.4","3M.3","1","CTB Mathematics"
"3","Identify attributes of triangles","3M.3.4.1","3M.3.4","1","CTB Mathematics"
"3","Parts of a circle","3M.3.5","3M.3","1","CTB Mathematics"
"3","Label parts of a circle","3M.3.5.1","3M.3.5","1","CTB Mathematics"
"3","Coordinate geometry","3M.3.6","3M.3","1","CTB Mathematics"
"3","Locate points","3M.3.6.1","3M.3.6","1","CTB Mathematics"
"3","Graph ordered pairs","3M.3.6.2","3M.3.6","1","CTB Mathematics"
"3","Parallel, perpendicular, intersecting lines","3M.3.7","3M.3","1","CTB Mathematics"
"3","Identify line segments","3M.3.7.1","3M.3.7","1","CTB Mathematics"
"3","Congruence, similarity","3M.3.8","3M.3","1","CTB Mathematics"
"3","Identify congruent shapes and figures","3M.3.8.1","3M.3.8","1","CTB Mathematics"
"3","Identify similar shapes and figures","3M.3.8.2","3M.3.8","1","CTB Mathematics"
"3","Symmetry","3M.3.9","3M.3","1","CTB Mathematics"
"3","Identify and create shapes that have symmetry","3M.3.9.1","3M.3.9","1","CTB Mathematics"
"3","Identify lines of symmetry","3M.3.9.2","3M.3.9","1","CTB Mathematics"
"3","Transformations","3M.3.10","3M.3","1","CTB Mathematics"
"3","Identify, apply rotations, reflectons, translation","3M.3.10.1","3M.3.10","1","CTB Mathematics"
"3","Spatial reasoning","3M.3.11","3M.3","1","CTB Mathematics"
"3","Identify, represent shapes from different views","3M.3.11.1","3M.3.11","1","CTB Mathematics"
"3","Investigate, predict results of comb. subd. shapes","3M.3.11.2","3M.3.11","1","CTB Mathematics"
"3","Measurement","3M.4","3M","1","CTB Mathematics"
"3","Appropriate tool","3M.4.1","3M.4","1","CTB Mathematics"
"3","Select appropriate tool","3M.4.1.1","3M.4.1","1","CTB Mathematics"
"3","Appropriate unit","3M.4.2","3M.4","1","CTB Mathematics"
"3","Select appropriate unit","3M.4.2.1","3M.4.2","1","CTB Mathematics"
"3","Non-standard units","3M.4.3","3M.4","1","CTB Mathematics"
"3","Measure length","3M.4.3.1","3M.4.3","1","CTB Mathematics"
"3","Time","3M.4.4","3M.4","1","CTB Mathematics"
"3","Tell time","3M.4.4.1","3M.4.4","1","CTB Mathematics"
"3","Determine elapsed time using a clock","3M.4.4.2","3M.4.4","1","CTB Mathematics"
"3","Calendar","3M.4.5","3M.4","1","CTB Mathematics"
"3","Read a calendar","3M.4.5.1","3M.4.5","1","CTB Mathematics"
"3","Determine elapsed time","3M.4.5.2","3M.4.5","1","CTB Mathematics"
"3","Temperature","3M.4.6","3M.4","1","CTB Mathematics"
"3","Read thermometers","3M.4.6.1","3M.4.6","1","CTB Mathematics"
"3","Length, distance","3M.4.7","3M.4","1","CTB Mathematics"
"3","Determine length, distance","3M.4.7.1","3M.4.7","1","CTB Mathematics"
"3","Estimate length, distance","3M.4.7.2","3M.4.7","1","CTB Mathematics"
"3","Mass, weight","3M.4.8","3M.4","1","CTB Mathematics"
"3","Read a scale","3M.4.8.1","3M.4.8","1","CTB Mathematics"
"3","Estimate mass, weight","3M.4.8.2","3M.4.8","1","CTB Mathematics"
"3","Volume, capacity","3M.4.9","3M.4","1","CTB Mathematics"
"3","Estimate volume, capacity","3M.4.9.2","3M.4.9","1","CTB Mathematics"
"3","Convert measurement units","3M.4.10","3M.4","1","CTB Mathematics"
"3","Convert within the same system","3M.4.10.1","3M.4.10","1","CTB Mathematics"
"3","Perimeter","3M.4.11","3M.4","1","CTB Mathematics"
"3","Find the perimeter of polygons","3M.4.11.1","3M.4.11","1","CTB Mathematics"
"3","Area","3M.4.12","3M.4","1","CTB Mathematics"
"3","Find the area of figures","3M.4.12.1","3M.4.12","1","CTB Mathematics"
"3","Data analysis and probability","3M.5","3M","1","CTB Mathematics"
"3","Read and interpret data","3M.5.1","3M.5","1","CTB Mathematics"
"3","Read and interpret data displays","3M.5.1.1","3M.5.1","1","CTB Mathematics"
"3","Use data to solve problems","3M.5.1.4","3M.5.1","1","CTB Mathematics"
"3","Organize data","3M.5.2","3M.5","1","CTB Mathematics"
"3","Complete data display","3M.5.2.2","3M.5.2","1","CTB Mathematics"
"3","Restructure a display to include additional info.","3M.5.2.3","3M.5.2","1","CTB Mathematics"
"3","Select correct data display for set of data","3M.5.2.4","3M.5.2","1","CTB Mathematics"
"3","Probability","3M.5.3","3M.5","1","CTB Mathematics"
"3","List all outcomes of experiments","3M.5.3.1","3M.5.3","1","CTB Mathematics"
"3","Determine probability of events","3M.5.3.2","3M.5.3","1","CTB Mathematics"
"3","Explore data generated randomly","3M.5.3.3","3M.5.3","1","CTB Mathematics"
"3","Problem solving-reasoning-proof","3M.6","3M","1","CTB Mathematics"
"3","Identify missing-extra information","3M.6.1","3M.6","1","CTB Mathematics"
"3","Determine missing, extra information","3M.6.1.1","3M.6.1","1","CTB Mathematics"
"3","Develop strategy","3M.6.2","3M.6","1","CTB Mathematics"
"3","Identify strategy to solve simple problems","3M.6.2.3","3M.6.2","1","CTB Mathematics"
"3","Evaluate solution","3M.6.3","3M.6","1","CTB Mathematics"
"3","Use reasoning to explain, verify correctness","3M.6.3.3","3M.6.3","1","CTB Mathematics"
"3","Inductive, deductive reasoning","3M.6.4","3M.6","1","CTB Mathematics"
"3","Use inductive, deductive reasoning","3M.6.4.1","3M.6.4","1","CTB Mathematics"
"3","Make and evaluate conjectures-proofs","3M.6.5","3M.6","1","CTB Mathematics"
"3","Make, test, conjectures-proofs","3M.6.5.1","3M.6.5","1","CTB Mathematics"
"3","Conclusion and generalization","3M.6.6","3M.6","1","CTB Mathematics"
"3","Justify conclusions","3M.6.6.2","3M.6.6","1","CTB Mathematics"
"3","Solve multi-step problem","3M.6.7","3M.6","1","CTB Mathematics"
"3","Solve problems involving more than one step","3M.6.7.1","3M.6.7","1","CTB Mathematics"
"3","Communication-representation","3M.7","3M","1","CTB Mathematics"
"3","Model problem solution","3M.7.1","3M.7","1","CTB Mathematics"
"3","Show how to solve problem","3M.7.1.1","3M.7.1","1","CTB Mathematics"
"3","Model problem situation","3M.7.2","3M.7","1","CTB Mathematics"
"3","Use math symbols, words to represent problem sit.","3M.7.2.1","3M.7.2","1","CTB Mathematics"
"3","Relate models to ideas","3M.7.3","3M.7","1","CTB Mathematics"
"3","Use models to identify, explain key math concepts","3M.7.3.1","3M.7.3","1","CTB Mathematics"
"3","Evaluate ideas","3M.7.4","3M.7","1","CTB Mathematics"
"3","Analyze-evaluate-explain math thinking strat.","3M.7.4.1","3M.7.4","1","CTB Mathematics"
"3","Explain solution process","3M.7.5","3M.7","1","CTB Mathematics"
"3","Explain, justify, and reason the solution process","3M.7.5.1","3M.7.5","1","CTB Mathematics"
"3","Civics","3C","3C","1","CTB Civics"
"3","Role of government","3C.1","3C","1","CTB Civics"
"3","Rules and  laws","3C.1.1","3C.1","1","CTB Civics"
"3","Principles and purposes of government","3C.1.2","3C.1","1","CTB Civics"
"3","American political heritage","3C.2","3C","1","CTB Civics"
"3","Symbols of the united states","3C.2.1","3C.2","1","CTB Civics"
"3","Democratic values and principles","3C.2.2","3C.2","1","CTB Civics"
"3","Declaration of independence","3C.2.3","3C.2","1","CTB Civics"
"3","Development of the constitution","3C.2.4","3C.2","1","CTB Civics"
"3","Structures and processes of the u.s. government","3C.3","3C","1","CTB Civics"
"3","Purpose and principles of the constitution","3C.3.1","3C.3","1","CTB Civics"
"3","Fed., state, local govt. responsibilities, powers","3C.3.2","3C.3","1","CTB Civics"
"3","Executive, legislative, judicial branches","3C.3.3","3C.3","1","CTB Civics"
"3","Role of the citizen","3C.4","3C","1","CTB Civics"
"3","Rights and responsibilities of citizens","3C.4.1","3C.4","1","CTB Civics"
"3","Civic contributions of individuals, groups","3C.4.2","3C.4","1","CTB Civics"
"3","World affairs","3C.5","3C","1","CTB Civics"
"3","Global interactions","3C.5.1","3C.5","1","CTB Civics"
"3","Economics","3E","3","1","CTB Economics"
"3","Economic choices","3E.1","3E","1","CTB Economics"
"3","Needs and wants","3E.1.1","3E.1","1","CTB Economics"
"3","Scarcity and choice","3E.1.2","3E.1","1","CTB Economics"
"3","Personal budgeting","3E.1.3","3E.1","1","CTB Economics"
"3","Opportunity costs and trade offs","3E.1.4","3E.1","1","CTB Economics"
"3","Production, distribution, consumption","3E.2","3E","1","CTB Economics"
"3","Consumers, producers, and distributors","3E.2.1","3E.2","1","CTB Economics"
"3","Supply and demand","3E.2.2","3E.2","1","CTB Economics"
"3","Goods and services","3E.2.3","3E.2","1","CTB Economics"
"3","Human, natural, and capital resources","3E.2.4","3E.2","1","CTB Economics"
"3","Transportation, communication, and technology","3E.2.5","3E.2","1","CTB Economics"
"3","Forms of exchange","3E.3","3E","1","CTB Economics"
"3","Exchange and money","3E.3.1","3E.3","1","CTB Economics"
"3","Economic institutions","3E.4","3E","1","CTB Economics"
"3","Roles of various institutions","3E.4.1","3E.4","1","CTB Economics"
"3","Labor and business","3E.5","3E","1","CTB Economics"
"3","Specialization","3E.5.1","3E.5","1","CTB Economics"
"3","Business structure","3E.5.2","3E.5","1","CTB Economics"
"3","Skill, knowledge, and careers","3E.5.3","3E.5","1","CTB Economics"
"3","Role of government","3E.6","3E","1","CTB Economics"
"3","Public goods and services","3E.6.1","3E.6","1","CTB Economics"
"3","Taxes and other sources of revenue","3E.6.2","3E.6","1","CTB Economics"
"3","Policies and regulations","3E.6.3","3E.6","1","CTB Economics"
"3","Economic systems","3E.7","3E","1","CTB Economics"
"3","Types of systems","3E.7.1","3E.7","1","CTB Economics"
"3","Economic conditions","3E.8","3E","1","CTB Economics"
"3","Unemployment","3E.8.1","3E.8","1","CTB Economics"
"3","Economic interdependence","3E.9","3E","1","CTB Economics"
"3","Trade","3E.9.1","3E.9","1","CTB Economics"
"3","Local, regional, global interdependence","3E.9.2","3E.9","1","CTB Economics"
"3","Application of economics","3E.10","3E","1","CTB Economics"
"3","Apply economics to interpret the past","3E.10.1","3E.10","1","CTB Economics"
"3","Apply econ. to interpret present, plan for future","3E.10.2","3E.10","1","CTB Economics"
"3","Geography","3G","3","1","CTB Geography"
"3","The world in spatial terms","3G.1","3G","1","CTB Geography"
"3","Maps, graphics, and other tools","3G.1.1","3G.1","1","CTB Geography"
"3","Mental maps","3G.1.2","3G.1","1","CTB Geography"
"3","Places and regions","3G.2","3G","1","CTB Geography"
"3","Physical characteristics of places","3G.2.1","3G.2","1","CTB Geography"
"3","Human characteristics of places","3G.2.2","3G.2","1","CTB Geography"
"3","Regions","3G.2.3","3G.2","1","CTB Geography"
"3","Physical systems","3G.3","3G","1","CTB Geography"
"3","Physical processes","3G.3.1","3G.3","1","CTB Geography"
"3","Ecosystems","3G.3.2","3G.3","1","CTB Geography"
"3","Human systems","3G.4","3G","1","CTB Geography"
"3","Settlement amd migration","3G.4.1","3G.4","1","CTB Geography"
"3","Cultural systems","3G.4.2","3G.4","1","CTB Geography"
"3","Division and control of earth's surface","3G.4.3","3G.4","1","CTB Geography"
"3","Environment and society","3G.5","3G","1","CTB Geography"
"3","Human actions modify the physical environment","3G.5.1","3G.5","1","CTB Geography"
"3","Physical systems affect human systems","3G.5.2","3G.5","1","CTB Geography"
"3","Resources","3G.5.3","3G.5","1","CTB Geography"
"3","The uses of geography","3G.6","3G","1","CTB Geography"
"3","Apply geography to interpret the past","3G.6.1","3G.6","1","CTB Geography"
"3","Apply geog. to interpret present, plan for future","3G.6.2","3G.6","1","CTB Geography"
"3","History","3H","3","1","CTB History"
"3","United states history","3H.1","3H","1","CTB History"
"3","How people lived long ago","3H.1.1","3H.1","1","CTB History"
"3","Famous people and events","3H.1.2","3H.1","1","CTB History"
"3","Technology and tools","3H.1.3","3H.1","1","CTB History"
"3","National holidays and symbols","3H.1.4","3H.1","1","CTB History"
"3","World history","3H.2","3H","1","CTB History"
"3","Technology and tools","3H.2.1","3H.2","1","CTB History"
"3","Cultures","3H.3","3H","1","CTB History"
"3","Components of culture","3H.3.1","3H.3","1","CTB History"
"3","Connections between cultures worldwide","3H.3.2","3H.3","1","CTB History"
